Document_Num,Dominant_Topic,Topic_%_Contrib,Topic_Keywords,Text,Is_Outlier,Dom_Topics_Num,Topic_0_Perc,Topic_1_Perc,Topic_2_Perc,Topic_3_Perc,Topic_4_Perc,Topic_5_Perc,Topic_0_Indicate,Topic_1_Indicate,Topic_2_Indicate,Topic_3_Indicate,Topic_4_Indicate,Topic_5_Indicate
238,1,0.9474699735929046,"earth, mighty, ha, rapid, response, concession, deforestation, indications, forest, cleared",mighty earth rapid response 14 jan 9 feb total area 62 ha forest cleared prakarsa tani sejati pts concession west kalimantan,False,6,0.2,94.75,0.37,3.62,0.56,0.51,1,1,1,1,1,1
239,1,0.9180709328249671,"earth, mighty, ha, rapid, response, concession, deforestation, indications, forest, cleared",mighty earth rapid response 14 april total forest area 33 ha cleared total area 99 ha prepared clearance arjuna utama sawit concession central kalimantan deforestation allegations two namely khatulistiwa agro abadi borneo international anugerah said linked aus rapid response 40 july 2022,False,6,0.34,91.81,0.61,5.48,0.92,0.85,1,1,1,1,1,1
240,1,0.7821709998956765,"earth, mighty, ha, rapid, response, concession, deforestation, indications, forest, cleared",mighty earth rapid response reports 14 15 indications deforestation csc psm concessions january may additionally gar internal monitoring detected another indication land clearing sap,False,6,0.64,78.22,1.13,16.79,1.75,1.48,1,1,1,1,1,1
241,1,0.9641475403605356,"earth, mighty, ha, rapid, response, concession, deforestation, indications, forest, cleared",mighty earth indications deforestation mml concession total area 115 ha april 17 may 27 addition 40 ha area prepared clearance mighty earth mml part bakrie,False,6,0.13,96.41,0.24,2.52,0.36,0.33,1,1,1,1,1,1
242,1,0.9876587802962987,"earth, mighty, ha, rapid, response, concession, deforestation, indications, forest, cleared",mighty earth rapid response 17 indications deforestation asml concession east kalimantan feb 28 june 28 involving total area 34 ha,False,6,0.04,98.77,0.07,0.92,0.11,0.1,1,1,1,1,1,1
243,1,0.5654165501658097,"earth, mighty, ha, rapid, response, concession, deforestation, indications, forest, cleared",mighty earth rapid response 17 indications peat forest development mkk concession jan 5 june 29 involving total area 25 ha,False,6,1.63,56.54,3.21,28.54,5.19,4.88,1,1,1,1,1,1
244,1,0.9701824431578742,"earth, mighty, ha, rapid, response, concession, deforestation, indications, forest, cleared",mighty earth rapid response 17 indications deforestation total area 4 ha concession prima sawit andalan sintang west kalimantan,False,6,0.08,97.02,0.15,2.31,0.23,0.21,1,1,1,1,1,1
245,3,0.8806197202245389,"deforestation, gar, linked, chain, jaya, leuser, supply, ran, sawit, plantation",chain reaction research published main southeast asian deforesters supplying ndpe market stated indonesian peputra includes affiliated late sinmardi taman family two subsidiaries peputra supra jaya peputra masterindo jointly owned singaporean heeton investment pte ltd operates two plantations two mills riau sumatra sinmardi taman family owns marita makmur jaya developed 1 000 ha forest peat peat forest riau mmj gar supplier however source psj mj,False,6,0.53,6.77,1.14,88.06,2.05,1.44,1,1,1,1,1,1
246,1,0.5819339323498307,"earth, mighty, ha, rapid, response, concession, deforestation, indications, forest, cleared",mighty earth rapid response 18 12 ha peat developed mjsp concession march 27 july 28 mjsp gar supplier gar sources klk level,False,6,1.53,58.19,3.0,27.9,4.85,4.52,1,1,1,1,1,1
247,1,0.8803913056229314,"earth, mighty, ha, rapid, response, concession, deforestation, indications, forest, cleared",mighty earth rapid response 18 9 ha deforestation occurred asj concession may 15 july 10 asj gar direct supplier gar sources parent e golden plantation,False,6,0.38,88.04,0.68,8.89,1.06,0.95,1,1,1,1,1,1
248,1,0.8715858016438094,"earth, mighty, ha, rapid, response, concession, deforestation, indications, forest, cleared",mighty earth rapid response indication deforestation bpj total 10 ha 17 jan 4 aug,False,6,0.46,87.16,0.8,9.28,1.22,1.08,1,1,1,1,1,1
249,1,0.9314714855363737,"earth, mighty, ha, rapid, response, concession, deforestation, indications, forest, cleared",mighty earth rapid response indication deforestation inside shp concession total 35 ha may 27 aug 24,False,6,0.27,93.15,0.47,4.78,0.7,0.63,1,1,1,1,1,1
250,1,0.9159938091516043,"earth, mighty, ha, rapid, response, concession, deforestation, indications, forest, cleared",mighty earth rapid response indication total 117 ha forest prepared clearance preparation stacking lines inside bssu concession june 12 aug 4,False,6,0.35,91.6,0.61,5.71,0.91,0.82,1,1,1,1,1,1
251,1,0.9401988101549769,"earth, mighty, ha, rapid, response, concession, deforestation, indications, forest, cleared",mighty earth rapid response indication total 8 ha cleared inside derawan sou 33 concession feb aug 23,False,6,0.24,94.02,0.43,4.07,0.65,0.59,1,1,1,1,1,1
252,3,0.4905394059886614,"deforestation, gar, linked, chain, jaya, leuser, supply, ran, sawit, plantation",ran published leuser watch last leuser lowlands field investigation exposes big brands buying illegal singkil bengkung peatlands two gar supplier mills namely global sawit semesta gss samudera sawit nabati ssn processing fruit illegal plantation developed peatlands inside leuser ecosystem national protected rawa singkil wildlife reserve,False,6,2.1,25.94,4.94,49.05,9.32,8.64,1,1,1,1,1,1
253,3,0.49606777562965065,"deforestation, gar, linked, chain, jaya, leuser, supply, ran, sawit, plantation",ran published leuser watch last leuser lowlands field investigation exposes big brands buying illegal singkil bengkung peatlands two gar supplier mills namely global sawit semesta gss samudera sawit nabati ssn processing fruit illegal plantation developed peatlands inside leuser ecosystem national protected rawa singkil wildlife reserve,False,6,2.02,26.64,4.72,49.61,8.84,8.16,1,1,1,1,1,1
254,1,0.9589307650716858,"earth, mighty, ha, rapid, response, concession, deforestation, indications, forest, cleared",mighty earth indications 18 ha deforestation ptpn 2 kebun prafi concession papua 15 mar 6 may,False,6,0.13,95.89,0.25,3.0,0.38,0.34,1,1,1,1,1,1
255,1,0.8521938279347205,"earth, mighty, ha, rapid, response, concession, deforestation, indications, forest, cleared",mighty earth rapid response 20 indications deforestation putra utama lestari area 1 ha 20 may 24 sep area 2 2 ha 7 may 11 sep,False,6,0.51,85.22,0.91,10.76,1.38,1.23,1,1,1,1,1,1
256,4,0.3627874316756233,"river, sustainable, plantation, rspos, forest, waste, use, member, water, 2013",early november greenpeace published burning house palmina utama julong named gar supplier identified civil action related fire incidents,False,6,2.56,6.97,10.43,20.1,36.28,23.67,1,1,1,1,1,1
257,1,0.9342430547803504,"earth, mighty, ha, rapid, response, concession, deforestation, indications, forest, cleared",mighty earth rapid response indications 21 ha deforestation bsl concession feb 7 june 14,False,6,0.25,93.42,0.45,4.59,0.68,0.61,1,1,1,1,1,1
258,1,0.592151201205258,"earth, mighty, ha, rapid, response, concession, deforestation, indications, forest, cleared",mighty earth rapid response 21 indications 3 ha deforestation 122 ha peat development 30 ha clearance preparation indications april 22 sep 23 concession mjap,False,6,1.39,59.22,2.76,27.93,4.5,4.2,1,1,1,1,1,1
259,1,0.8480418952306418,"earth, mighty, ha, rapid, response, concession, deforestation, indications, forest, cleared",mighty earth rapid response 21 indications 79 ha deforestation feb 25 sep 6,False,6,0.55,84.8,0.96,10.91,1.47,1.31,1,1,1,1,1,1
260,4,0.5640997383416313,"river, sustainable, plantation, rspos, forest, waste, use, member, water, 2013",linkar borneo local ngo west kalimantan allegations ndpe violations hpi 1 gkm indications hotspots burnt area jul sep inside gkm concession2 gsk indications 37 91 ha deforestation inside gsk concession 2018 20193 krs indications exploitations plasma workers farmers4 pas indications exploitations plasma workers farmers land conflict,False,6,1.66,1.62,13.46,3.3,56.41,23.55,1,1,1,1,1,1
261,1,0.9161713628131242,"earth, mighty, ha, rapid, response, concession, deforestation, indications, forest, cleared",mighty earth rapid response 22 indications 39 ha deforestation inside rim capital concession sep 11 nov 2,False,6,0.34,91.62,0.6,5.75,0.89,0.8,1,1,1,1,1,1
262,1,0.9453225094210757,"earth, mighty, ha, rapid, response, concession, deforestation, indications, forest, cleared",mighty earth rapid response 22 indications 136 ha deforestation june 23 nov 21 inside agro sarimas indonesia concession,False,6,0.17,94.53,0.32,4.03,0.5,0.45,1,1,1,1,1,1
263,1,0.5440432383931051,"earth, mighty, ha, rapid, response, concession, deforestation, indications, forest, cleared",mighty earth rapid response 22 indications 948 ha peat forest development sep 6 nov 13 inside damai agro sejahtera concession,False,6,1.64,54.4,3.28,30.33,5.35,5.0,1,1,1,1,1,1
264,1,0.848484869373325,"earth, mighty, ha, rapid, response, concession, deforestation, indications, forest, cleared",mighty earth rapid response 22 indications 109 ha deforestation inside arrtu energie resources concession jul 14 nov 13 earlier greenpeace burning house fire incidents aer,False,6,0.55,84.85,0.97,10.8,1.49,1.34,1,1,1,1,1,1
265,1,0.9398676314443395,"earth, mighty, ha, rapid, response, concession, deforestation, indications, forest, cleared",mighty earth rapid response 22 indications 106 ha deforestation inside fajar saudara lestari concession sep 7 nov 13,False,6,0.21,93.99,0.37,4.35,0.57,0.51,1,1,1,1,1,1
266,1,0.9430231706402472,"earth, mighty, ha, rapid, response, concession, deforestation, indications, forest, cleared",mighty earth rapid response 22 indications 84 ha deforestation inside usaha agro indonesia concession jun 27 nov 15,False,6,0.2,94.3,0.36,4.1,0.55,0.49,1,1,1,1,1,1
267,1,0.9328462459041387,"earth, mighty, ha, rapid, response, concession, deforestation, indications, forest, cleared",rapid response 23 mighty earth indications 42 ha deforestation hhk concession aug 6 dec 24,False,6,0.27,93.28,0.47,4.65,0.7,0.63,1,1,1,1,1,1
268,1,0.8789869662291753,"earth, mighty, ha, rapid, response, concession, deforestation, indications, forest, cleared",rapid response 23 mighty earth indications 129 deforestations asmr concession sep 4 dec 24,False,6,0.47,87.9,0.81,8.52,1.22,1.08,1,1,1,1,1,1
269,2,0.7624305569042845,"land, communities, local, hcv, complainants, rights, customary, allegations, complaint, plasma",ran wrote number allegations nafasindo related land conflict local communities,False,6,5.6,1.16,76.24,2.04,10.89,4.07,1,1,1,1,1,1
270,3,0.9201067150235962,"deforestation, gar, linked, chain, jaya, leuser, supply, ran, sawit, plantation",indications deforestation detected jaya jadi utama sawit lamandau raya concessions q4 managed cbip jju slr gar direct suppliers gar sources another cbip subsidiary e berkala maju bersama,False,6,0.29,5.2,0.61,92.01,1.08,0.82,1,1,1,1,1,1
271,1,0.9617437140877049,"earth, mighty, ha, rapid, response, concession, deforestation, indications, forest, cleared",mighty earth rapid response 26 indications 140 ha deforestation 247 ha clearance preparation tanjung buyu perkasa concession sep 15 feb 7,False,6,0.14,96.17,0.25,2.71,0.38,0.34,1,1,1,1,1,1
272,4,0.4869654047604982,"river, sustainable, plantation, rspos, forest, waste, use, member, water, 2013",ngos asked artha prigel subsidiary bukit barisan indah prima legally responsible violent action 22 3 resulted deaths two farmers pagar batu village pulau pinang sub district lahat regency south sumatra another two injured land conflict lahat farmers ap reportedly ongoing since 1993 operation arta prigel several villages especially village talang sawah talang sejemput based official legal permits however hgu proposal filed 2003 issued bpn lahat 2006,False,6,4.92,2.82,27.44,6.09,48.7,10.02,1,1,1,1,1,1
273,1,0.8406182254628064,"earth, mighty, ha, rapid, response, concession, deforestation, indications, forest, cleared",mighty earth rapid response 23 indications 16 ha deforestation sanjung makmur bulungan october 15 november 14 indications 44 ha deforestation sanjung makmur tana tidung november 15 decemebr 6,False,6,0.54,84.06,0.97,11.64,1.48,1.31,1,1,1,1,1,1
274,1,0.7960582468744344,"earth, mighty, ha, rapid, response, concession, deforestation, indications, forest, cleared",mighty earth rapid response 25 indications glad alerts 10 74 ha deforestation energi mitra merauke jan 15 feb 17,False,6,0.79,79.61,1.37,14.33,2.06,1.84,1,1,1,1,1,1
275,1,0.4687782187355928,"earth, mighty, ha, rapid, response, concession, deforestation, indications, forest, cleared",gar internal monitoring detected indications 944 ha peat development jan apr kumai sentosa central kalimantan ks owned managed gps,False,6,1.02,46.88,1.94,44.38,3.19,2.59,1,1,1,1,1,1
